IDENTIFIER	GSM1095883	GSM1095886	GSM1095877	GSM1095878	GSM1095879	GSM1095880	GSM1095881	GSM1095882	GSM1095884	GSM1095885	GSM1095876
TXNDC2	125.1	5.5	11.6	101.4	12.6	63.5	26.3	90.4	52.2	45.4	45.2
NAV3	67.2	48.2	63.3	72.9	66.8	91	50.7	179.4	35.3	6.1	87
C5orf22	50.9	65.3	80.4	22.8	4.5	38.8	105.5	60.3	61.5	106.1	43.6
PCDHGB7	6.2	1	1.4	1.7	26.9	67.2	5	1.4	0.5	2.6	11.6
PCDHGB7	101.2	29.4	42.4	28.2	140.4	19.6	109	13.5	8.7	10.9	42.1
ERC1	24.5	19	136.5	174.9	37.8	51.8	120.1	38.6	107.7	27.5	109.9
FLCN	792.2	557	910	619.2	494.8	483.5	358.9	430.5	617.6	320.7	450.9
JMJD1C-AS1	608.2	512.2	265.7	295.3	287.6	421.3	1004.3	154.7	118.6	625	250.8
LRRC7	90.4	114.5	148.2	610.5	187.7	6.2	91.3	89.6	41.2	74.1	9.9
SH2D3C	13.7	53.4	96.1	9	52.2	227.4	158.6	50.1	11.8	21.3	9.5
PPP1R3B	55	74.2	71.5	67	10.1	5.5	5.7	8.6	85.9	17.5	4.7
PPP1R3B	3.5	79.2	100.5	13.2	91.7	52.6	13.9	5.4	53.5	13.5	70
SLC9A7	58.4	9.7	3.5	205.2	240.1	18.3	35.4	4.1	122.7	176.7	164.2
IGSF3	134.3	14.8	5.3	7.4	19.2	21.4	38.2	10.3	16.5	29.5	12.4
RFX6	1249.4	3641.4	10673.8	3526.8	246.1	607.7	4702.6	1304.8	1282.7	1296.9	78.6
DIRC1	34	4.9	8.8	12	4.7	16.6	85.3	39	2.5	3.3	17.5
DNAJB7	3.8	1.3	11.4	57.8	2.6	22.9	20.1	3.7	1.3	27.5	2.9
UCN3	72.9	171.1	200	105.8	95.2	78.3	30.9	143.5	67.7	74.2	58.2
DIP2A	152.9	24.9	77.1	135.3	451.3	446.9	235.3	183	264.9	31.7	258.8
USP28	250.1	88.5	139	17.9	81.6	165.8	89.6	86	125.1	133.1	198
KNL1	51	103.6	154.4	96.2	94.1	104.1	11.9	75.7	34.2	105.2	42.8
KNL1	32.4	2.8	35	27.9	35	98.8	4.1	9.2	44	49.5	24.4
SENP8	59.3	72.6	34.3	7.4	42.8	40.5	44.1	44.4	115.6	72.9	37.9
GRHL1	53.8	42.9	111.4	9.4	24.4	101.2	82.1	3	74	8.7	65.9
CNBD2	45.9	40.3	51.9	48.7	14.1	97.4	14.6	59.4	70.6	83.3	33.9
CNBD2	12.3	44.3	7.1	114.3	78.8	72.6	77.6	59.6	45.7	111.2	51.5
CASKIN1	531.8	322.4	682.6	469.2	1277.5	1150.9	422.7	528.4	744.9	114.6	293
CACNA2D4	108.8	78.9	64.6	103.9	104.7	64.5	67.6	11.5	71.1	41.3	99.6
ARL11	0.6	16.2	1.4	2.8	1.6	16.1	15.7	2.1	3	30.2	2.5
ARL11	53.6	3.7	4.4	3.3	9.6	3.6	1.6	2.4	15.3	3.9	2.6
SLC2A13	17.4	3.4	37.6	12.5	64.2	36.9	58.5	1.9	63.2	18.2	10.7
SLC2A13	1.5	59	115.6	101.7	275.7	223.7	182	5.1	216.1	82.5	123.1
NIPA1	39.7	94	109.2	32.1	23.2	7.4	42.8	98.4	95.1	105.8	46.5
TUBA3FP	90.2	40.5	19.5	101.5	62.6	81.4	209	81.6	94.6	97.7	29.5
CARD16	13.8	513	141.7	96.1	99	194.3	644.5	110.4	115.8	175.7	391.7
CARD16	111.8	207.9	89.4	84.7	26.7	65.2	289	253.7	85.8	121.3	223.7
DUSP19	70.4	42.3	22.1	64	19	20.1	69.6	28.9	29	47.7	50.2
DUSP19	3.8	12.2	18.9	1.3	1.9	15.4	31.7	20.2	16.2	30.9	2.1
CYB5D1	410.2	318.3	2019.7	288.7	783.5	313.6	268.7	225	781.1	159.2	686.8
NMNAT2	8.5	200.6	360.6	220.9	354.4	84.4	202.3	385.4	129.8	61.1	74.5
SLC4A1	52.2	52.8	47.8	85.9	42.6	64.1	62.4	2.6	51.9	12.5	92.1
CREG2	24	32.5	8.1	60.8	45.7	8.3	347.5	6.3	22	2.6	67.7
RXFP1	22.7	5	21	5.9	2.8	9.3	38.2	12.4	8	7	18.6
SPEF2	61.7	109.1	262	159.8	488.6	478.7	197.6	58.6	356.6	398.5	356.6
CEP170P1	8.7	8.1	43.1	46.6	7.7	6.7	33.6	11.5	38.5	7.8	15
DTD1	198.8	94.5	120.9	383.4	215.5	156.7	40.2	139	103.9	417.4	127
CASC4	164.9	166.6	625.4	455.1	715.4	599.5	434.5	103.8	101.9	89.8	576.1
FGF1	18.8	1.5	26	39.4	11.1	7.2	35.2	16.2	2.3	4.2	2.5
ARPP21	17.6	20.1	3.8	36.3	18.5	28.1	17.9	53.1	16.1	18.4	2.7
RHOXF1	80.6	163.9	129.2	73.9	168.6	117.5	250.3	75.8	38.7	69.4	88
ADAMTS17	25.8	33	79.2	79.9	12.9	18.5	58.5	8.9	6.3	63.3	13.6
ADAMTS17	74.9	44.4	10.8	100.1	25.7	24.8	11.2	32.7	61.5	46.9	64.2
ADAMTS17	226.1	77.8	139.3	264.5	282.9	447	139.2	87.7	283.1	97.8	365.4
SNORA17B	60.2	154.9	421.3	375.8	371.1	395.6	964.3	372	229.6	165.4	264.1
DHH	92	35	13.5	67.4	84.1	3.3	7.5	13.2	38.2	8.6	5.4
ABRA	3.4	2.1	4	3.1	2.1	2	14.1	5.5	2.3	2.4	2.4
ABRA	32.9	9.6	25.5	13.1	24.8	11.8	65.2	38.1	3.7	17.3	19.3
KLHDC1	373.8	364.3	569.6	594.4	996.2	584.5	903.1	275.2	296.1	214.5	927.5
RICTOR	50	79.5	32.2	33	12.5	39.3	44.9	36.6	47.9	35.9	85
PCDHGA4	732.2	322.5	267.9	1503.9	2870.3	2249.9	632.6	318	31.8	195.9	321.8
NETO1	58.3	485.1	880.8	66.1	232.2	41.9	18.2	2681.1	256.4	7.7	56.3
WWP2	32.2	1.6	39	7.9	3.7	31.2	7.4	75.5	2.7	4.8	3.9
ST7L	282.4	151.4	181.5	214.5	134.5	86	6.3	226.2	193.6	298.4	121.2
ST7L	339.4	320.6	339.2	302.7	149.8	235.8	110.4	336.3	247.8	251.2	163.2
C2orf15	89	49.9	11.9	53.1	7.5	37.8	44	28.4	8.9	40.5	39
KCNH8	2352.5	91	2.2	10.6	427.8	434.9	264.7	65.3	33.7	7.1	138.7
MCF2L	6.8	13.3	22.4	12.3	14.7	66.4	101.2	9.8	19	42.9	7.9
SLCO6A1	4.4	4.4	3.8	30.2	7	68.3	10.4	16.8	32.4	94.8	2.4
PP2D1	40.7	28.4	17.2	5.5	5.7	49.9	85.7	41.7	26.8	3.3	16.9
KLC3	58.8	57	163	225.7	170.1	377.4	36.8	23.3	39.2	192.4	259.2
CIB3	53	2	9	32.4	2.1	3.6	28.2	58.4	40.4	31.1	6
CIB3	25.6	70	88.1	17.7	26.3	57.1	152.6	58.6	71.9	132.6	20.8
CADM2	54	62	97.6	53	72.4	170.5	194.7	72.6	104	89.4	47.2
CADM2	1.9	29.9	311	4.1	28.2	752.2	727.7	535.4	354.6	9	32.3
C9orf66	594.8	10.5	270.8	247.7	5.4	18.9	6	56.6	537.8	229.3	147.3
C9orf66	122.5	10.9	88.6	104.9	5.8	5.5	169.9	9.4	163	164	4
HDAC9	39.3	34.3	74.1	62.4	54.8	33.5	18.1	6.8	3.9	17.9	54.4
HDAC9	6.3	2.6	3.9	60	5.9	14.7	6.5	1.9	1.4	4	23
SLC16A11	367.4	137.2	323.4	108	110.8	172.4	41.5	142.9	104.7	51.5	186.4
TMEM67	28.6	19.9	29.5	42.3	11.8	44.8	63.7	3.1	3.6	1.2	46.9
TMEM67	59.4	29.8	62.6	93.2	44.2	10.1	87.4	19.3	15.6	59.2	25.4
HS6ST2	29.9	3.4	4.9	3	2.1	5.6	3.2	24.4	8.1	2.1	8.5
HS6ST2	7.5	906.2	534.5	49.4	123.1	57.4	3867.1	8795.9	45.1	4.1	158.8
CAMKK1	13.5	26.4	23.9	12.4	148	47.1	18	20.9	7	14.6	17.5
ZNF625	131	162.7	136.9	317.4	96	201.6	117.3	93.5	89.5	61.4	86.5
ZNF563	124.8	45	213.4	54.6	191.7	189.4	87.6	76.4	78.6	30	153.1
LIN9	3.6	11.8	16	7.7	3.7	5.7	3.1	4.4	6.6	2.3	4.1
CLEC4D	21.8	32.5	7.3	4.8	54.3	65.9	91.7	9.9	6.3	4.3	39.7
CLEC4D	66.6	36.8	86.5	87.4	115.1	51.8	60.6	23.3	39.7	48.6	37.3
SLC25A27	367	30.1	156.3	464	358.3	522.5	340.7	491.4	63.5	150.6	453.2
GPRC6A	96.2	111.8	46.5	11.7	7.6	16.4	4.4	12.5	11.4	14.2	10.3
RAET1E	34.9	7.6	5.7	7.4	74	21.5	8.5	38.6	33.3	6.8	11.4
SLC44A5	128.9	1.6	38.5	41.4	7.5	75.9	6.5	13.9	55.9	45.4	38.4
SLC44A5	30.6	27.7	54.3	6.1	24.9	52.7	60	29.2	25	38.9	18.4
ZNF417	2.3	41.7	9.7	24	18.8	7	29.5	3.5	2.1	1.2	25.3
ZNF781	1.5	62.5	56.1	110.9	55.8	45.4	130.3	52.2	1.6	51.7	62.8
HELB	21.3	31.1	36.7	2	60.4	54.3	88.1	92.7	98.1	37.2	53.1
HELB	19.1	26.6	76.3	4.6	29.4	14.7	156.5	5.6	104.5	59	85.3
SEC62	87.5	316.9	65.9	253.8	39.5	3.6	562.7	331.5	55.5	319.1	148.4
SEC62	1434	2459.2	936.8	1201.8	848.2	309	1939.2	2049.4	648.2	2685.9	1601.1
TRDN	33.3	1.4	15.2	3.8	18.2	2	40.5	30.1	37.8	6.9	35.6
SOCS4	5.8	13	37.4	77.9	69.4	20.1	63.1	21.7	18.4	29.8	63.8
C8orf31	16.2	18.6	14.7	13.7	24.7	23.1	17	117.6	11.1	14.2	95.3
ZNF547	533.4	199.7	39.2	311.5	226.2	199.8	176.3	171.3	110.8	189.2	88.5
SIM1	89.5	59.5	37.8	48.7	80.1	67.5	29.2	55.5	39.6	69.5	2.3
PROM2	870.4	3305.9	1796.9	163.1	4085.9	2176.8	2197.5	4311.7	1966.7	1145.3	3719.3
TLR4	6.2	6.9	5.9	191.8	40.7	8.8	7.8	2.6	4.6	4.7	5.6
TSNARE1	24.4	25.7	19.2	11	23.5	15.5	9.9	16	16.8	10.2	20.9
ABHD11	94.2	80.9	42.5	22.6	225.1	30.1	81.7	40.2	166.7	28.2	68.8
CAPN13	6	11.9	61.8	10.7	11	17.6	32.4	9	69.2	11.7	11.2
STMN1	9.9	25.5	4.2	14	68	17.7	5	8.4	14.3	19	10.3
TIRAP	49.4	38.3	36	3.4	104	24.1	40.1	69.5	31.6	11.5	6.7
SIGLEC10	95	53.9	30	12.3	12.5	50.1	13.2	6	13.5	34	74.7
SIGLEC10	247.3	185	67.2	200.3	82.6	131.1	532.3	157.5	83.2	67.1	132.3
ADAMTSL1	123.7	12.6	35.7	2.7	1.3	2.6	44.6	1.9	45	20.1	9.4
RFX4	87	2.3	56.9	56.1	61.3	18.4	68.5	4.9	22.9	28.9	53
WFIKKN1	57.2	12.7	49	70.7	61.5	424.6	65.1	24.5	215.1	74.9	120
SENP1	228.5	91	104.8	55.9	108.8	31.1	72.1	42.8	21.4	114.7	74.8
KLF14	13.3	19.8	5.6	6.8	15.1	5.9	4.2	20.8	38.5	15.6	4.1
KLF14	70.4	37.3	58.2	8.5	8.6	17.8	26	7.2	7.6	10.6	44.1
NXNL2	53	3.2	26.9	39.1	48.1	36.1	62.1	48.9	0.7	43.8	24.9
BRS3	12.5	30.5	4.9	2.1	59.8	13.2	5	7.9	6.7	9	7.1
LINC00205	61.5	33.5	102.5	49.5	6.2	101.4	36.9	82.4	50.3	8.4	73.3
TMX3	5	89.9	57.9	218.9	47.4	53.1	5.3	14.9	11.3	35.6	181.4
ZNF396	114.9	72.9	98.2	170.5	108.7	98.9	354.3	283.9	282.1	162	114.2
SLC26A7	12.5	2.8	31.2	27.9	28.8	13.4	56.1	16.2	1.1	0.7	42.5
SLC26A7	8.8	90.1	6.9	58	61.7	64.3	60.3	8.4	24.2	25	4.2
SNX18	63.8	37.4	12	64.4	16.1	97.7	18	24.9	68.7	87.4	95.2
1552829_at	241.1	69.8	184.1	510.7	225.5	232.6	165.8	222.1	80.9	155	419.1
FBXO39	91.1	8.9	3.7	80	20.8	42.3	8.7	56.1	35.3	6.5	19.9
B3GNT6	11.3	7.7	12.8	30.4	10.3	16.7	18.4	16.8	34.4	9.6	8.2
B3GNT6	50.1	19.7	44.1	5914.1	146.5	40.9	104.5	28.4	348.2	64.8	80
DENND1B	8	65.4	119.4	2.7	72.4	114	54.1	31.2	7.6	51.6	177.7
ZNF619	137	137.5	181.2	279.2	168.9	93.7	53.4	81	155.8	170.7	122.4
ICK	2.9	2.8	29.2	20.3	1	14.3	45.1	2.5	15	13.2	19.9
FAM71D	85.6	62.9	72.9	29.4	81.3	7.2	155	93.8	24.7	4.5	60
BCL2L14	71.9	15.5	46.6	42.2	72.9	26.4	40.5	60.2	27.7	38.2	1.6
HS6ST3	75.4	40.2	62.5	6.9	29.2	20.6	17.3	69.5	2.9	16.4	29.1
SLC26A1	194	5.7	45.6	233.9	90.4	93.5	200	93.5	7.1	11.2	2.7
CLDN15	295.1	54.7	125.2	29.1	165.1	412.2	264.6	26.4	189.6	37.7	102.4
RAB42	125	117	120.7	153.6	208.7	158.3	143.2	69.8	104.8	136.8	192.7
PTCHD1	47.4	43.3	16.8	38.9	20.7	53.9	13	39.4	32.3	21.5	218.2
M1AP	1.6	2.8	5.6	3.7	5	1.9	47.2	20.8	30.5	2.5	39.8
ZSCAN4	24.6	1.9	1.2	2.5	3.9	11.1	16	50.5	43.7	1.6	4.9
ZSCAN4	6.6	59.1	5.8	2.5	14.7	35.2	64.8	6.5	11	4.5	18.3
VWA5B1	17.6	44.9	9.8	52.2	3.9	100.4	243.6	11.9	11.4	17.9	25.5
VWA5B1	3.7	4.8	3.8	10.4	10.6	8.9	708.6	9.3	11.5	41.1	3.8
LINC00311	32.7	20.4	47.7	41.3	4.3	53.9	12.9	40.8	56.2	31.3	46.5
HTR6	6	3.3	14.2	12.9	14.6	26.2	12.9	6.2	5.5	12.2	3.8
MAGEB6	3.7	21.9	1	2	2.2	20.2	1	13.4	27	1.7	50.6
LOC101930171	7	16.3	36.2	7.9	9.5	14.5	33.5	10	5.4	19.5	12.6
RUSC1-AS1	253.1	220.8	305.1	312	408.7	364	1187.7	329.6	227.3	106	383.6
CACNG6	306.4	347.3	386.4	289.4	373.6	312	333.3	223.1	403.1	351.5	251.3
LMNTD1	89.8	90	70.9	94	88.8	33.3	7.5	5.4	97.7	60.3	62.9
1552867_at	128.6	19.2	97.2	46.9	115.9	129	260.1	152.3	13.6	2.7	125.7
CIRBP-AS1	161.8	141.4	34.7	153.3	52.5	205	38.9	166.9	105.7	102	89.7
AXDND1	25.1	19.7	2.4	13.8	19	55.1	19.5	43.5	3.4	26.8	26.1
ASMTL-AS1	166.1	53.3	38.4	22.8	112.4	138.4	13.8	34.1	5.7	8.2	143.9
ASMTL-AS1	49	124	285.8	280.7	250.4	442	39.9	150.2	129.1	172.8	247.7
CD200R1	20.7	2	59.8	7.4	5	27.4	9.5	35.5	6.7	21.5	12
LINC00334	77.2	9.1	33.7	28.5	29.9	37.1	63.9	6.3	13.5	19	22.9
LINC00334	94.2	69.3	86.9	154.9	40.4	60.2	13.4	159.8	86.3	20.8	47.4
ATOH7	2	17.9	26.5	26.6	8.3	63.1	82.7	37.9	58.2	12.8	19.7
ATOH7	3.4	110.2	21.9	285.1	101.6	115.3	186.8	16	22	29.8	52.7
SEC16B	2.7	37	33.1	33.6	90.5	83.6	1.5	38.4	43.7	24.7	31.4
AMER1	7	34	11.9	56	65.8	36.2	55.1	40.5	57.3	41.9	6.8
NKX6-3	118.1	112.7	38.2	94.9	64.8	110.2	209.6	150.6	24.3	117.2	65
NKX6-3	93.7	163.7	81.5	110.9	194.8	169.9	221.4	115.4	26.9	87.8	94.9
TBATA	84.3	221.6	143.2	130.9	92.8	175.9	113.2	88.9	153.9	136.5	80.1
EXOC3L2	217.8	427	462.8	347.1	512	546.1	462.8	315.5	266.8	160.2	360.2
CABP4	12	6.7	17.2	11.9	23.7	19	47.6	6.4	7	75.9	4
TNFRSF13C	14.9	16	35.5	107.3	37.3	35	19.7	26.8	17.1	40.2	9.4
CAMK2N2	285.6	119.6	160	230.9	301.8	275.8	211.1	132.7	181.7	212.3	166.1
ANKRD30BP2	64.2	35	61.1	4.2	36.7	63.1	37.8	24.8	33	23.2	18.7
KCNG3	456.8	6953.6	75.8	6.4	134.4	24	319	889	57.2	4.6	14.9
KCNG3	66.7	60.5	24.9	7.6	21.5	60.9	45.5	25.1	16.3	9.3	2.6
LINC01312	53.6	48.3	149.6	35.7	97.6	80.6	76.5	77.6	20.4	48.8	42.8
LINC01312	16	9.9	30.7	59	4.6	65.1	47	98.6	15.9	0.9	9.7
FOXP2	10.6	7.7	18.2	5.4	6.5	6.5	7.2	7.2	15.2	6.6	20.3
B4GALNT2	69.3	17	27.1	64.7	110.3	80.5	58.2	3.5	70.7	67.6	100.3
NETO1	35.4	16.1	51	19.3	28.9	11.7	31.4	47.2	24.7	38.5	2.3
FMR1NB	2.3	28.6	34.2	13.6	4.6	10.5	46.8	15.4	62	20.3	30.1
GCSAML	91.9	2.1	3	51.2	14.8	9.2	24.9	6	71.2	11.5	23.1
SIGLEC11	22.4	26.9	8.3	22.4	18	162.1	104.8	14.9	26.3	39	96.7
SIGLEC11	15.5	6	7.7	3.2	9.3	6.1	69.4	32.1	9.7	11.2	3.6
IL23R	9.1	6.9	34.1	23	11.4	57	4.1	6.4	30	12.7	38.3
MAGEB18	6.5	8.8	6.2	1.6	4.3	2.1	2.8	1.7	18.8	19.6	8.4
CD276	25	6.3	7.6	17.1	50.3	6.4	21.9	4	19.6	14	24.9
IFNL2	29.1	81.4	54.8	83.5	54.4	40.4	86.7	42.2	13.1	28.5	82.6
IFNL1	64.4	73.1	52	51.9	66.7	119.9	133.2	27.7	88.4	77.2	62.8
C4orf36	6.2	24.5	28.5	29.5	76.4	54.5	66.9	20.3	2.6	47.4	22.5
FIGNL1	43.7	17.1	56.1	31.3	74.9	73.8	159.9	95.2	103.8	94.8	63.2
RIMS1	5.9	2.2	18.3	38.4	3.7	7.3	86.6	55	5.2	5.3	8.3
PITPNM2	10.8	10.8	43	69	85.9	19.1	107	31.4	58.2	38.1	9.5
PITPNM2	18.2	21	11.4	7.3	19.2	128.9	23.5	24.6	19.6	13.1	22.4
PCDH10	89.5	8.8	5.5	6.2	12.9	7.5	13.7	5.7	6.6	5.6	22.6
TAB3	55.5	46	8.6	28	146.7	76.8	31.3	15.8	31.3	60.2	115
TAB3	2.4	23.1	53.4	14.4	223.7	182.3	35.2	45.7	60.6	110.1	208.6
GRK7	49.8	5.4	22.1	3.7	16.2	32.7	62	1.6	2.8	37.9	42.6
MMEL1	133.1	1317.4	251.3	137.5	747.8	2797	988	996.3	1005.7	482.8	1152.2
PDE8A	5.8	94.5	80.4	51.8	131.4	77.1	5.4	8.6	48.3	38.1	73
NLRP6	35.8	38.5	5.6	27.7	32.4	19.2	43.2	13.4	2.2	11.1	6.6
AKNAD1	7.4	4.6	53.9	4.6	28.3	10.8	76.3	44	40.7	27.1	15.8
ZCCHC5	176.9	96.2	102.4	188.5	60.1	97.1	37.4	140	83.7	115.9	114.7
ATRIP	216.2	331.3	584.9	412	596.8	420.1	297.8	548.1	322.2	286.7	246.3
ZIC5	127.5	35.6	158	62.5	5.1	90.9	11.5	129	93.6	5.3	66.2
ANGPT1	24.7	3.1	26.1	3.7	30.9	8.7	53.9	42.6	12.5	4.6	28.1
TEDDM1	107.1	65.7	70.9	54.4	61.9	22	65.3	67	44.2	77.7	28.1
LOC149373	173.4	112.9	156.7	142.7	255.7	218.9	173.2	128.6	159	150.1	128.8
GABRG1	32	23.3	2.2	2.3	39.8	32.2	8	30.3	23.1	1.5	18.5
PANX2	65.4	36.9	34.2	46.1	39.8	39.1	28.3	23.4	57.4	56	21.2
ZNF114	3.8	6.4	30.5	40.9	74.8	98.5	7.7	3.2	24	38.5	29.8
ZNF114	4.9	71.4	10.3	29.1	11.7	77.6	93.9	2.9	7.4	5.3	31.4
CCDC27	20.2	9.5	66.4	5.9	5.2	8.3	49	38.9	17.4	8.3	4.7
CFAP161	6	7.8	9	1.2	6.8	3.7	2.5	10.6	46.5	22.6	2.7
LOC100652931	47	38.5	44.9	71.8	29.4	48.6	39.3	30.5	24.4	23.6	23.9
NEUROD2	12.4	40.8	45.1	35.3	75	49	86.8	34.4	59.7	40.4	50.6
C5orf17	4.4	6.4	4.1	31.7	58	10	2.4	9.2	7.7	21.2	64.9
LINC00208	28.9	19.2	100	26.2	99.2	62.7	94	60.2	39.5	60.4	68.7
DNAH6	66.9	36.5	17.2	3	64.1	15.6	5.2	19.1	62.3	8.9	50.9
LRRC15	37.1	56.3	19.2	54.7	9.2	61.7	11.7	7.3	10.3	9.7	20.3
1552961_at	61.3	17.1	59	11.7	39.5	51	9.2	10.4	22.2	31.3	7.6
CFAP46	9.9	10.5	10	12.3	7.1	36.6	11.3	7.2	10.9	9.2	21.4
B3GNT7	5.7	55.9	7.1	7.3	2.9	56.1	82.4	11.9	7.7	9.9	21.3
ZNF645	73.9	75.3	93	50	77.3	73.2	35.1	43.5	65	59.4	81.9
ZMYM6	5.8	45.6	37.2	55	64.3	60.1	2.5	5.8	61.8	5.9	2.7
ZMYM6	28.8	22.3	24.9	15.3	29.9	41.8	23.3	1	4.9	29.2	5.6
SGCZ	3.7	39.7	3.6	57.7	6.7	25.6	52.5	2	58.7	7	12.1
LOC100507431	35.2	1.2	38.1	1.8	2.1	5.6	12.3	6.6	6.6	2.1	1.9
WNT9B	14.8	5.7	11.9	38.4	40.5	23	18.3	123.8	13.8	15	12.7
1552974_at	1.2	3.8	2.1	1.3	3.1	1.9	27	1.7	0.6	0.8	24.9
1552975_x_at	5.4	32.8	26.2	14.3	4.3	47.7	0.8	1.2	2.1	7.3	16.5
DNAJB13	160.7	105.8	110.1	168.3	103.8	172.1	106.4	139.3	86.4	63.8	165.6
CNPY3	547.5	173.3	217	174.8	315.5	180.1	323.5	356.1	449.8	249.2	172.2
SCAMP1	343	355.3	211.1	244.4	339.1	179.7	276.7	155.6	574.3	325.9	295.5
LINC00471	19.3	20.2	8.5	166.9	4.2	23.8	2.9	45.5	79.1	28.1	2.3
HAS3	97.2	30.3	15	107.2	65.2	48.6	36.2	62.8	25	66.3	39.2
FGF4	44.2	9.9	83.4	17.7	19.6	11	11	12.9	27.4	8.8	11.6
SLC30A8	138.6	26.3	58.6	75.1	127.5	83.9	129.6	52.7	80.1	85.3	59.7
LOC142937	103.3	7.1	98.3	29.1	208	471.7	20.5	87.9	67.5	84.7	104.7
LOC439933	20.9	2.5	3.9	13.1	2.7	29.4	9.9	3.1	1.6	4.3	3.2
C11orf65	2.1	43	53.3	43.7	38.8	46.4	4.7	134.4	46.7	82.7	80.5
FAM71E2	4.4	4.8	10	10.1	6.6	3.8	10.2	10.1	6.6	4.8	4.4
OR5P2	49.2	56.9	10.1	44.5	70.4	50.6	77.4	48.8	51.5	39.4	62
DYDC1	37.3	0.9	24.1	1.8	36	3.2	17.1	36.9	18.4	5.9	17.8
IL27	12.3	7.3	8.6	10	90	162.1	12.9	13.7	7.1	12.5	7.5
IQCF1	8.7	10.8	32.1	18.9	32.1	114.2	11.3	92.2	53.6	103.3	17.4
DEFB125	19.4	9.5	5.6	14	17.1	8.2	8.9	10.7	4.6	5.8	11.4
WFDC10B	2.4	80.4	37.6	9.4	7.9	8.1	4.3	5.9	11.1	26.3	4.5
DEFB105B	2.5	40.9	6.7	10.3	5	7.5	17.4	5.6	43.3	50.7	18.8
PKHD1	82.2	32.6	26.9	2.1	96.1	5	99.7	85.3	67.1	62.1	53.6
PKD1L1	2.5	37.8	26.6	13.4	7.1	6.8	29.1	29.2	50.4	5	47.7
ADGRG4	9	3.3	5.3	7.9	6.6	6.9	6.8	7.2	5.6	41.2	13.1
TENM1	6.1	12.4	22.4	3.9	10.5	77.3	4.9	6	17.6	11.3	6.9
REXO1L1P	4.8	8.6	3.2	5.9	3.7	3.3	3.7	3.5	3	3.2	3.4
TAF1L	28.5	17.3	21.4	8.6	18.3	13.4	14.9	46.1	10.6	35.6	23.3
CNTNAP5	56.9	48.6	62.9	14	93	43.8	60	2.3	8.3	51.4	57.1
RECQL4	158.3	1080.5	488.1	404.5	535.4	623.1	638.6	189.9	554.7	293.8	670
ADGRF3	120	5.4	69.9	108.3	117.2	74.6	4.4	66.2	14.8	100.7	25.3
TMC2	116.5	14.9	89.1	50.8	73.2	36.8	11.3	43.3	64.3	37.2	17.5
SMCR5	10.2	39	52.8	31.2	71.9	71.9	100.5	24.5	54.9	32.4	37.5
BICD2	3.7	5.4	20.8	6.3	12.1	5.9	26.4	11.2	14.5	7.7	2.5
ZIM3	19.8	2.2	2.4	5.5	32.5	14.2	39.2	4.3	4.4	3.4	2.7
NOX5	85	67.6	33.8	96.1	72.2	53.9	102.6	98.1	78.1	30.9	72.6
DAOA-AS1	40.9	4.1	1.3	40.9	3.9	44.9	1.9	8.6	18.5	31.3	20.8
ADGRG6	54.7	44.8	9.9	7.3	36.5	62.9	75.3	7.7	10.1	9	2.5
KLHL4	10.8	5.7	18.9	6.1	8.2	8.8	9.6	7.4	13.2	7.9	13.5
GPR156	8.8	8.1	9.6	3.4	16.6	10.1	10.8	21	8.6	4.7	5.6
SUOX	259.3	231.8	383	278	376.5	555.9	291.7	291	486.7	330.4	392.6
ADGRF4	55.7	9.7	8.5	7.3	12	46.1	6.6	8.5	73.7	61.7	58
IL31RA	31.4	14.3	14.6	16.8	14.3	26.3	19	40.1	21.9	15.9	18
SYTL5	9.6	2.7	62.1	2.3	5.1	7.6	6.3	2.3	2.5	2.6	2.2
SDCCAG8	55.4	58.6	154.6	39.2	142.9	192.4	101.2	140.8	90.5	74.2	80.6
ADGRF2	37.3	32.3	71.2	47	95.5	67.3	37.3	77.1	29.3	39.4	44
SYN2	3.2	22.2	3.1	52.4	10.5	85.3	35.5	27.9	4.7	61.9	18.7
ASB10	22.1	27.5	23.5	21.6	32.7	28.1	25.7	41.9	36.1	24.3	20.6
HTR3C	7	16.4	21.4	4.9	6.7	6.5	11.2	5.1	18.7	6.8	6.6
NFKBID	10.5	23.2	40.2	139	21.8	45	11.2	11.2	33.6	33.8	36.5
CD300LF	5.6	144.4	25.8	12.8	48.7	44.7	137.1	7.6	41.9	16.7	68.2
GJA10	9.1	18	40.8	17	35.4	34.7	25.6	45.9	20.9	47.6	12.5
WNT9A	4.4	2.4	8.2	15.1	4.4	12.2	5.3	15.5	22.2	7.7	5.6
GAL3ST2	26.5	25.8	43	56	26.1	48.7	28.6	18.7	20.8	23.1	17.1
PIP4K2B	43.5	101.2	244.7	140.3	148.9	46.3	60.2	114.8	78.7	71.8	111
PIP4K2B	52.2	99.1	220.6	87.7	107.6	89.4	15.9	75.3	124.2	90	56.5
ODF3	5	59.9	9.3	7.3	8.5	9.6	15.8	78.4	21.3	54.5	35.5
WFDC13	9.8	12.3	22.6	22.6	27.5	16.2	7.8	26.5	8.9	1.1	3.5
LINC00521	7.4	3.7	4.7	10	16.1	25.1	33.2	5.9	4.6	11.4	4.5
SLFN5	52.1	39.2	25.7	4.8	117.7	72.8	30.6	48.1	28.6	54.9	76.3
